Feature_1,Feature_2,Correlation
shannon_s1_f0,jitter_rap,0.4114482343540501
spec_energy_high_mean,mfcc11_mean,0.4108407755734011
tsallis_sq_f0,f0_std_hz,0.41082655405433094
dmfcc4_mean,dmfcc1_mean,0.4102808222476756
mfcc13_mean,mfcc3_std,0.41005307981764083
mfcc2_std,f0_std_hz,0.4097527100449293
spec_energy_mid_mean,mfcc3_mean,0.4095489610399966
spec_flux_mean,f0_std_hz,0.4077714110817235
tsallis_sq_f0,f0_max_hz,0.4073081692056689
mfcc12_std,mfcc2_mean,0.4071552891622575
tsallis_sq_f0,jitter_ppq5,0.4071222180227557
mfcc6_mean,mfcc5_mean,0.4069293802886641
mfcc4_std,hnr_mean_db,0.406678049506008
tsallis_sq_f0,jitter_local,0.4066220942419171
shimmer_apq5,f0_min_hz,0.4060452729210334
spec_rolloff_std_hz,spec_rolloff_mean_hz,0.4056852184289738
mfcc4_std,mfcc1_mean,0.4053773593090699
spec_flux_std,mfcc7_std,0.40519097291763473
dmfcc9_std,shimmer_apq11,0.40472596946679573
spec_flux_std,dmfcc7_std,0.40420254589681864
spec_flux_std,shimmer_local,0.40286708430828283
dmfcc10_std,dmfcc2_std,0.40238238917863833
spec_flux_mean,dmfcc5_std,0.402073320781085
dmfcc2_std,f0_cv,0.40192251432058695
dmfcc7_std,shimmer_apq11,0.40138276464544836
dmfcc2_std,mfcc1_mean,0.40118604968996124
tsallis_sq_f0,mfcc11_std,0.4007096799697048
spec_rolloff_std_hz,dmfcc7_std,0.400353807847125
mfcc8_std,mfcc1_mean,0.40032270788372887
dmfcc9_std,mfcc2_mean,0.39991989761712127
shimmer_apq5,jitter_ppq5,0.399886825864483
f2_std_hz,f1_std_hz,0.39922669397313476
f3_mean_hz,f2_std_hz,0.3987127375117021
mfcc10_mean,f4_std_hz,0.3983635961799884
dmfcc7_std,mfcc1_mean,0.39755224343191886
spec_flux_std,mfcc5_std,0.3960545099028727
mfcc6_mean,f0_mean_hz,0.39588067730200605
shannon_s1_f0,mfcc8_std,0.3947051674969794
mfcc6_std,mfcc1_std,0.3942817987466606
dmfcc9_std,mfcc9_mean,0.3941343867682998
shimmer_local,f0_min_hz,0.39395181420184067
mfcc7_std,hnr_mean_db,0.39326553675554243
dmfcc13_std,mfcc5_std,0.39324147279786975
tsallis_sq_f0,jitter_rap,0.3930772627159842
shannon_s1_amp,mfcc1_std,0.3928943022075127
mfcc5_mean,f3_mean_hz,0.39277515953879516
spec_energy_low_mean,mfcc5_mean,0.3923091080406777
spec_rolloff_std_hz,dmfcc3_std,0.39194934838559436
spec_centroid_std_hz,mfcc12_std,0.39170631938890743
mfcc7_mean,mfcc5_mean,0.38975395071065533
dmfcc1_std,f0_max_hz,0.38965939407101435
dmfcc2_std,mfcc2_mean,0.388950064558485
spec_flux_mean,dmfcc4_std,0.38889986227228784
spec_flux_mean,dmfcc1_std,0.38862142573068825
spec_flux_mean,dmfcc7_std,0.38830428061759364
spec_centroid_std_hz,dmfcc9_std,0.3876995379887114
shannon_s1_f0,dmfcc8_std,0.3871202034275446
mfcc6_mean,f1_std_hz,0.38684528454218425
shimmer_apq11,f0_min_hz,0.3862456269752438
mfcc3_mean,mfcc1_std,0.3859312721651749
tsallis_sq_f0,f0_cv,0.38544238197475017
mfcc2_mean,mfcc1_mean,0.3846665295879981
dmfcc13_std,f0_max_hz,0.38451729960816455
mfcc5_mean,f2_std_hz,0.3843827149943294
spec_flux_std,mfcc2_mean,0.38418230261446246
dmfcc12_mean,dmfcc6_mean,0.38410769296282943
dmfcc5_std,f0_max_hz,0.3834482521205565
shannon_s1_f0,spec_flux_mean,0.38304029367934583
shannon_s1_amp,mfcc1_mean,0.3827158562959574
dmfcc11_mean,dmfcc2_mean,0.38252457499670167
mfcc4_std,f0_max_hz,0.3824268402578172
spec_flux_mean,hnr_mean_db,0.3815417925283331
shannon_s1_f0,mfcc2_std,0.3808422177221777
dmfcc2_std,f1_std_hz,0.3790961098992194
dmfcc12_std,mfcc2_mean,0.37903482973442665
shimmer_apq3,f0_min_hz,0.3789060973153064
dmfcc10_std,f0_mean_hz,0.37832177961363067
spec_centroid_mean_hz,mfcc8_mean,0.37803124453781617
spec_flux_std,shimmer_apq11,0.37794007058771034
shannon_s1_f0,dmfcc4_std,0.37780949526730384
dmfcc4_std,f0_max_hz,0.37778922994013026
spec_rolloff_std_hz,dmfcc11_std,0.37700353767486255
dmfcc3_std,shimmer_apq11,0.3768848147222909
mfcc5_mean,f1_mean_hz,0.376839735368672
dmfcc6_mean,dmfcc5_mean,0.3767181079040414
shimmer_apq5,jitter_local,0.3763225984258635
spec_rolloff_mean_hz,mfcc8_mean,0.3761625229844302
mfcc4_std,f0_mean_hz,0.3756800988975056
spec_energy_mid_mean,spec_centroid_mean_hz,0.3756642774904001
dmfcc10_std,mfcc2_std,0.375486170879048
dmfcc7_std,shimmer_apq5,0.3753736343202289
spec_rolloff_std_hz,dmfcc2_std,0.3748522235063926
dmfcc8_mean,dmfcc4_mean,0.37464816579259574
dmfcc9_std,hnr_mean_db,0.37463875161503957
spec_centroid_std_hz,dmfcc13_std,0.37454008411142453
mfcc8_mean,f2_mean_hz,0.3745166202621461
spec_flux_std,dmfcc6_std,0.3739824599893324
spec_flux_std,dmfcc2_mean,0.37391249266218296
tsallis_sq_f0,dmfcc8_std,0.3733902173779279
dmfcc1_std,f0_std_hz,0.3732247432682079
dmfcc5_std,f0_std_hz,0.3718519512575396
mfcc11_std,f0_std_hz,0.3716912642694882
dmfcc10_std,mfcc1_std,0.3714446110400357
dmfcc9_std,shimmer_apq5,0.37118102067141007
dmfcc8_mean,dmfcc1_mean,0.37104023225758415
mfcc10_mean,mfcc9_mean,0.3704639585210537
tsallis_sq_amp,dmfcc1_std,0.36995472259379825
mfcc5_mean,f0_min_hz,0.3695436966814224
tsallis_sq_f0,dmfcc6_std,0.36946717619990344
dmfcc9_std,mfcc1_mean,0.36931767860311454
dmfcc7_std,shimmer_local,0.36829412600207023
spec_energy_high_mean,f0_min_hz,0.3675354846796561
f4_std_hz,f3_mean_hz,0.3675258704481084
spec_rolloff_std_hz,dmfcc6_std,0.36726697094237215
mfcc11_mean,mfcc9_mean,0.3665156781330598
dmfcc6_std,f0_mean_hz,0.3662563445183316
mfcc9_std,shimmer_apq11,0.36609004759015945
mfcc3_mean,dmfcc1_std,0.36607944175346246
tsallis_sq_f0,mfcc8_std,0.3660311115871148
tsallis_sq_amp,mfcc2_std,0.3658744638687258
spec_flux_mean,dmfcc13_std,0.3656157719128506
dmfcc9_std,shimmer_local,0.3654186351417512
shannon_s1_f0,dmfcc6_std,0.3652975756828453
shimmer_apq11,jitter_ppq5,0.3645654138630901
mfcc12_std,mfcc1_std,0.36429489876273236
mfcc9_std,mfcc1_mean,0.3642210814371817
spec_flux_mean,dmfcc11_std,0.36368255268183053
mfcc3_std,mfcc3_mean,0.3636544124504036
shannon_s1_f0,mfcc4_std,0.3635492868729583
dmfcc11_mean,mfcc4_mean,0.36325100534497484
tsallis_sq_amp,spec_energy_mid_mean,0.3629897922858694
spec_flux_std,dmfcc10_std,0.3625840051295328
spec_flux_mean,mfcc13_std,0.3615849847185098
spec_flux_std,shimmer_apq3,0.3615044931771211
mfcc10_std,mfcc2_std,0.361374656446211
mfcc5_mean,f0_mean_hz,0.35929026508898815
shannon_s1_f0,mfcc6_std,0.35899964167089676
mfcc9_mean,f0_mean_hz,0.35876427933442523
mfcc2_std,f0_cv,0.35823653580927295
dmfcc11_std,mfcc1_mean,0.35691949755789176
spec_rolloff_mean_hz,f2_mean_hz,0.356686154299402
tsallis_sq_f0,spec_flux_mean,0.3564783148153657
dmfcc13_mean,jitter_local,0.3562863854036473
spec_flux_mean,jitter_ppq5,0.3561002539615405
dmfcc3_std,shimmer_local,0.35586805120528253
f0_max_hz,f0_min_hz,0.3551605721343722
mfcc13_std,hnr_mean_db,0.3544984606909086
mfcc5_mean,f4_std_hz,0.3543491450559249
spec_flux_std,shimmer_apq5,0.3542993704267991
mfcc13_mean,mfcc1_std,0.3536259292039981
dmfcc11_std,mfcc3_mean,0.35323786794028256
tsallis_sq_f0,dmfcc4_std,0.3530366684650685
mfcc12_std,dmfcc2_std,0.35282855751954756
spec_flux_mean,mfcc11_std,0.35243729731783613
dmfcc4_std,shimmer_apq11,0.3516210433277697
tsallis_sq_f0,mfcc2_std,0.3514717020822572
dmfcc7_std,hnr_mean_db,0.35134624523983365
spec_centroid_std_hz,f1_std_hz,0.35121126388705204
shannon_s1_f0,dmfcc13_std,0.35107865024860796
dmfcc13_mean,jitter_rap,0.3507076517862243
shannon_s1_f0,dmfcc7_std,0.35037276737713546
spec_flux_mean,jitter_local,0.35015242679789654
mfcc9_std,hnr_mean_db,0.3497614104673441
mfcc8_mean,mfcc3_mean,0.3493802512911846
mfcc10_std,f0_mean_hz,0.34930946493789006
mfcc3_mean,shimmer_apq11,0.3492612813749044
f4_mean_hz,f0_mean_hz,0.3492578027165983
shimmer_apq5,jitter_rap,0.34909632101943633
mfcc10_std,dmfcc2_std,0.3488974313293671
f3_std_hz,f0_mean_hz,0.34881768110766576
dmfcc8_std,f0_max_hz,0.34877461684388217
spec_flux_mean,dmfcc12_std,0.34805825666195706
mfcc13_std,shimmer_apq11,0.3477018077751019
spec_flux_std,dmfcc12_std,0.3474284393290893
spec_flux_mean,dmfcc2_std,0.34734737438338753
mfcc5_std,hnr_mean_db,0.3470719285312013
shannon_s1_f0,f1_std_hz,0.346991398932543
dmfcc12_std,mfcc3_mean,0.3466118393912553
spec_rolloff_std_hz,mfcc11_std,0.3460552668451659
mfcc10_mean,f0_mean_hz,0.34593137587464184
tsallis_sq_f0,dmfcc7_std,0.34568657442409484
shannon_s1_f0,mfcc5_std,0.34536587882149494
mfcc10_std,mfcc1_std,0.34498348055586103
mfcc9_mean,mfcc6_mean,0.34474940826198747
dmfcc13_std,f0_min_hz,0.34472415078768753
spec_energy_low_mean,dmfcc7_mean,0.34430144140446084
shannon_s1_f0,dmfcc11_std,0.34390240447437775
mfcc8_std,hnr_mean_db,0.343509721340268
mfcc8_mean,f1_std_hz,0.3434254030875528
mfcc13_mean,dmfcc3_std,0.3431802769886422
shannon_s1_f0,mfcc3_std,0.34317313991752957
tsallis_sq_amp,mfcc3_std,0.34272774041387566
spec_flux_std,mfcc9_std,0.3426645314892005
spec_rolloff_std_hz,hnr_mean_db,0.3422747489267729
dmfcc6_mean,dmfcc2_mean,0.3411988949378377
spec_centroid_std_hz,dmfcc12_std,0.340908084525994
tsallis_sq_f0,mfcc4_std,0.3408216472546042
mfcc13_mean,f3_std_hz,0.3399304669075329
dmfcc9_std,mfcc3_mean,0.3397055798815657
mfcc6_std,f2_std_hz,0.3396086836259463
mfcc10_mean,f0_min_hz,0.33940446419448755
dmfcc12_std,mfcc1_std,0.33928295124828767
spec_rolloff_std_hz,mfcc12_std,0.33904094961317394
shimmer_apq11,jitter_local,0.3385217722050693
dmfcc11_std,shimmer_apq11,0.33766197411780496
spec_rolloff_std_hz,mfcc6_std,0.3365003577552803
tsallis_sq_f0,mfcc6_std,0.3364519037384811
tsallis_sq_f0,f1_std_hz,0.3362439593029769
mfcc6_std,mfcc2_mean,0.3350913601985026
shannon_s1_f0,mfcc2_mean,0.33461280493137785
mfcc4_mean,f4_mean_hz,0.3345722786304951
tsallis_sq_f0,mfcc2_mean,0.33333914025863437
f4_mean_hz,f0_min_hz,0.33287960925768884
dmfcc3_std,f0_max_hz,0.332457469991128
spec_rolloff_std_hz,dmfcc10_std,0.33155777054767893
mfcc3_mean,shimmer_apq5,0.33107299610897123
mfcc9_mean,f4_std_hz,0.33100903474965193
tsallis_sq_f0,mfcc5_std,0.3308499963161498
tsallis_sq_f0,dmfcc13_std,0.33072979387785023
tsallis_sq_f0,mfcc3_std,0.3306470128173792
shannon_s1_f0,dmfcc9_std,0.3305123188702826
dmfcc12_std,dmfcc2_std,0.33023083219144095
spec_flux_mean,f3_std_hz,0.32949690256807823
mfcc6_std,f0_std_hz,0.32927463839066334
shannon_s1_f0,mfcc1_std,0.3285770763030929
spec_energy_low_mean,mfcc12_mean,0.32830662479255274
mfcc11_std,f0_cv,0.32828780715464134
spec_flux_std,mfcc12_std,0.3278140428291563
mfcc11_std,mfcc1_mean,0.32761138913275323
dmfcc12_std,shimmer_apq11,0.32718750928614604
f3_mean_hz,f2_mean_hz,0.32715640894487796
mfcc2_mean,f0_min_hz,0.3268782088407672
mfcc10_mean,mfcc5_mean,0.3268430159900679
dmfcc7_std,mfcc3_mean,0.32654723861422974
dmfcc3_std,shimmer_apq5,0.32642201309870295
spec_flux_mean,dmfcc8_std,0.3260724078525925
dmfcc6_std,hnr_mean_db,0.3260040101960329
dmfcc11_std,hnr_mean_db,0.3253706928428578
spec_centroid_std_hz,dmfcc9_mean,0.32512683132973663
shimmer_apq5,f4_mean_hz,0.3250326319314611
spec_rolloff_std_hz,mfcc1_mean,0.32502509074204644
dmfcc4_std,mfcc3_mean,0.32339704851261925
spec_rolloff_std_hz,f3_std_hz,0.3233025985275574
dmfcc1_std,f0_cv,0.32311745310631035
mfcc9_mean,f4_mean_hz,0.3225807917277096
mfcc11_mean,f0_min_hz,0.322534490477209
mfcc8_std,f0_mean_hz,0.3224333392143495
dmfcc9_std,shimmer_apq3,0.3220246410264632
dmfcc6_std,f3_mean_hz,0.32191120518923944
spec_rolloff_std_hz,mfcc13_std,0.3218516299045447
spec_rolloff_std_hz,spec_centroid_mean_hz,0.3217026260042885
mfcc6_std,f0_mean_hz,0.3210671443808183
spec_energy_high_mean,f0_mean_hz,0.3207122327164128
mfcc12_std,mfcc3_mean,0.3201229120785051
mfcc5_mean,f1_std_hz,0.3201099576059108
mfcc11_std,hnr_mean_db,0.3200373623817378
dmfcc13_mean,dmfcc1_mean,0.3199808054196817
mfcc12_std,mfcc2_std,0.31994737574008913
dmfcc11_std,mfcc9_mean,0.3189184562996237
mfcc9_mean,shimmer_local,0.31736616783201477
spec_flux_mean,jitter_rap,0.31659903747103424
mfcc11_mean,mfcc2_mean,0.31649572447988955
spec_energy_low_mean,f2_mean_hz,0.3162338390960911
dmfcc7_std,shimmer_apq3,0.31587131275506575
mfcc8_std,f0_max_hz,0.31535088123299154
mfcc6_mean,f3_std_hz,0.315264703502878
tsallis_sq_f0,dmfcc9_std,0.31507675219532816
tsallis_sq_f0,dmfcc11_std,0.31506775120084973
dmfcc7_mean,dmfcc6_mean,0.31469563981873416
dmfcc9_mean,mfcc2_std,0.3143489951197269
spec_flux_std,jitter_local,0.31410583240193884
spec_energy_mid_mean,f2_std_hz,0.3139254317826029
dmfcc6_std,mfcc1_mean,0.3137633028717143
tsallis_sq_f0,mfcc1_std,0.3130963809796356
mfcc11_std,f0_mean_hz,0.3127137801124229
mfcc13_mean,dmfcc1_std,0.3123832455412626
mfcc13_std,shimmer_local,0.31221209710679276
mfcc4_mean,f2_std_hz,0.3120609327143771
mfcc8_mean,f3_std_hz,0.3118414180200869
spec_centroid_std_hz,f0_std_hz,0.3117030889450252
shimmer_apq11,f4_mean_hz,0.31125202038860145
mfcc12_mean,mfcc5_mean,0.31118178257862383
shimmer_apq3,f4_mean_hz,0.31115405316285166
spec_rolloff_std_hz,f4_mean_hz,0.310745071584176
mfcc6_mean,f0_min_hz,0.3102696175224935
shimmer_apq11,jitter_rap,0.30976412250970464
dmfcc6_std,f2_std_hz,0.3095027735510257
dmfcc5_std,shimmer_apq11,0.3089994604409566
mfcc12_std,f0_mean_hz,0.3086122031649379
jitter_ppq5,f0_cv,0.3074507879743267
mfcc9_mean,shimmer_apq11,0.30738852959747387
spec_energy_mid_mean,mfcc6_mean,0.3070736225637063
dmfcc13_std,hnr_mean_db,0.30609783188913525
dmfcc5_mean,dmfcc3_mean,0.30602875726623147
spec_flux_std,mfcc4_mean,0.3059877282409672
spec_centroid_std_hz,hnr_mean_db,0.3059787889630067
dmfcc2_std,dmfcc2_mean,0.305909038557892
spec_rolloff_std_hz,dmfcc12_std,0.30519912607909494
dmfcc13_mean,dmfcc9_mean,0.30513605156215007
mfcc2_std,f1_std_hz,0.30506863542272195
mfcc8_std,shimmer_apq11,0.3047394965918921
mfcc9_mean,shimmer_apq5,0.3046253080321576
spec_rolloff_std_hz,dmfcc9_std,0.30452674950601344
dmfcc4_std,shimmer_local,0.30430575504088503
shannon_s1_f0,hnr_mean_db,0.3036931891812526
mfcc11_std,f1_std_hz,0.303585630561553
shimmer_local,f4_mean_hz,0.30347360972653975
dmfcc12_std,f1_mean_hz,0.30311179401970956
mfcc6_std,f1_mean_hz,0.3029108265298878
mfcc12_std,mfcc1_mean,0.3023636658402316
dmfcc8_std,f0_mean_hz,0.3023061445009715
mfcc13_mean,mfcc1_mean,0.3022452898674158
dmfcc10_mean,mfcc10_mean,0.30167377922254157
dmfcc10_mean,dmfcc8_mean,0.30153778349388366
mfcc13_mean,mfcc2_std,0.30140278191966313
spec_energy_mid_mean,mfcc1_std,0.3013982284347311
dmfcc9_mean,dmfcc5_mean,0.30135639858945107
mfcc7_std,mfcc3_mean,0.30102145998694324
dmfcc12_mean,mfcc12_mean,0.3009458067047543
mfcc7_std,mfcc1_mean,0.3006273244358985
dmfcc13_std,shimmer_apq11,0.30042840308592195
dmfcc11_mean,mfcc3_std,0.3002379778496371
spec_flux_std,mfcc10_std,0.29956281297858145
dmfcc12_std,mfcc1_mean,0.2994552312270511
spec_rolloff_mean_hz,f1_mean_hz,0.29937944203763406
shimmer_local,hnr_mean_db,0.29922216051274764
dmfcc1_std,shimmer_local,0.2992151839190146
mfcc11_mean,f0_mean_hz,0.2987070987548205
spec_energy_mid_mean,hnr_mean_db,0.29833095715783386
spec_rolloff_std_hz,f3_mean_hz,0.29832180540841563
mfcc3_std,f1_std_hz,0.29822725635656055
spec_energy_low_mean,mfcc6_std,0.298098224410677
dmfcc5_std,f0_cv,0.2973219266848034
mfcc13_mean,shimmer_apq11,0.2972763577334961
shannon_s1_f0,shimmer_local,0.297200127916738
dmfcc9_mean,dmfcc1_mean,0.2971537303041328
spec_centroid_std_hz,mfcc1_mean,0.2966174263737574
dmfcc4_std,shimmer_apq5,0.2965982002050979
tsallis_sq_f0,f0_mean_hz,0.296550658476315
shannon_s1_f0,f0_mean_hz,0.29610988719893316
mfcc12_mean,mfcc11_mean,0.29608263326564116
shannon_s1_amp,spec_energy_mid_mean,0.29573623097076995
mfcc13_std,mfcc1_mean,0.29523148765917906
spec_energy_mid_mean,mfcc7_mean,0.2950126692361565
mfcc12_mean,f3_std_hz,0.29486775223398026
dmfcc11_mean,dmfcc2_std,0.2947305637292721
spec_flux_mean,mfcc8_std,0.29387221941824604
mfcc9_mean,mfcc1_mean,0.29355901756310915
spec_flux_std,jitter_ppq5,0.293495416264812
mfcc13_mean,mfcc8_mean,0.29331002347614143
f3_std_hz,f0_min_hz,0.2929566838255866
dmfcc13_mean,jitter_ppq5,0.29279773397331565
tsallis_sq_f0,hnr_mean_db,0.29233876741722165
dmfcc12_std,shimmer_apq5,0.2922580636772693
mfcc7_std,f1_mean_hz,0.2920543215326731
dmfcc10_std,f0_max_hz,0.2919705577459994
mfcc7_std,f1_std_hz,0.2915726392131829
dmfcc3_std,f0_std_hz,0.2911952756887406
mfcc9_std,shimmer_apq5,0.29108543995665453
mfcc4_std,f0_std_hz,0.29092046251587733
dmfcc10_std,f0_min_hz,0.2903576539830119
dmfcc11_std,f2_std_hz,0.29034818149183617
spec_energy_mid_mean,f1_std_hz,0.2903194832875955
shannon_s1_f0,dmfcc12_std,0.29017491861922107
dmfcc5_std,mfcc3_mean,0.2901353455630595
dmfcc3_std,f1_std_hz,0.2898226076886364
spec_energy_low_mean,f1_std_hz,0.2895254991155141
mfcc9_mean,shimmer_apq3,0.28882918616558295
dmfcc4_std,f0_std_hz,0.2888082796445519
dmfcc1_std,f1_std_hz,0.2885363690283278
shannon_s1_amp,mfcc2_std,0.2884381391426973
spec_energy_high_mean,mfcc2_mean,0.28834038262239065
dmfcc13_std,shimmer_local,0.2880983214886461
spec_energy_mid_mean,f0_min_hz,0.2879427949619901
dmfcc7_std,f0_mean_hz,0.28782090105674685
dmfcc6_std,f0_max_hz,0.2876005071042504
dmfcc3_std,shimmer_apq3,0.2873372656892492
f3_std_hz,f1_std_hz,0.2872958654715501
mfcc5_mean,shimmer_apq11,0.28729030286634616
dmfcc8_std,f2_std_hz,0.2871870202728142
mfcc3_mean,shimmer_local,0.28695109022303594
dmfcc8_std,shimmer_apq11,0.2868420446368867
spec_energy_low_mean,f0_min_hz,0.2867936861691526
spec_flux_std,jitter_rap,0.28670676535503925
dmfcc12_std,f0_mean_hz,0.2864585432585305
dmfcc2_std,f4_std_hz,0.2862325261346067
mfcc9_std,mfcc3_mean,0.28622844945879156
tsallis_sq_f0,dmfcc12_std,0.2861955492283589
spec_rolloff_mean_hz,mfcc4_mean,0.28600489209848085
spec_flux_mean,mfcc9_std,0.28596516810074335
mfcc12_mean,f4_mean_hz,0.28566108703795506
dmfcc8_mean,dmfcc7_mean,0.2853955891368517
mfcc10_std,f0_max_hz,0.2844791377794566
tsallis_sq_f0,shimmer_local,0.2844312407781124
mfcc9_mean,f1_std_hz,0.2840601293756084
mfcc9_std,f2_std_hz,0.28375831700390614
dmfcc1_std,shimmer_apq11,0.2829822019231851
mfcc13_std,shimmer_apq5,0.28273503977188075
spec_flux_mean,mfcc3_std,0.2824866057827427
mfcc13_std,shimmer_apq3,0.28223805672425817
spec_flux_std,spec_rolloff_std_hz,0.282194786692009
dmfcc6_std,f0_min_hz,0.2820226312463143
mfcc13_mean,hnr_mean_db,0.2812250963639372
shannon_s1_f0,shimmer_apq3,0.28099452581123086
mfcc13_mean,shimmer_apq5,0.28053951870471744
shannon_s1_amp,dmfcc1_std,0.28008069690113085
mfcc13_mean,shimmer_local,0.2795914539020579
spec_flux_mean,dmfcc10_std,0.27940805005450414
dmfcc12_mean,dmfcc10_mean,0.27936240111468713
mfcc4_std,f1_std_hz,0.27925805704477635
shannon_s1_f0,mfcc4_mean,0.27925659846073364
spec_centroid_std_hz,mfcc13_mean,0.2792379710754492
dmfcc5_std,f1_std_hz,0.27910898886666113
dmfcc13_std,mfcc1_mean,0.27865918806590084
mfcc3_std,f4_std_hz,0.2785236027055064
spec_energy_mid_mean,dmfcc1_std,0.27838135264568575
mfcc6_std,f3_mean_hz,0.2777946379120866
mfcc4_mean,dmfcc3_std,0.2774563198505705
spec_centroid_mean_hz,f1_std_hz,0.2768436713432439
spec_energy_high_mean,mfcc4_mean,0.2767557088785681
mfcc5_std,f1_std_hz,0.2761876619832262
dmfcc9_mean,dmfcc1_std,0.27583169551774206
shannon_s1_amp,shimmer_apq5,0.27524052679781963
dmfcc7_mean,jitter_rap,0.27521762496142066
dmfcc6_std,f1_mean_hz,0.2751145958936353
dmfcc7_mean,jitter_local,0.2750169061935326
mfcc9_mean,mfcc1_std,0.2749048559631327
mfcc13_std,f0_std_hz,0.27461357713512
mfcc12_std,hnr_mean_db,0.2743216930482564
dmfcc3_std,f4_std_hz,0.2733379598286076
mfcc11_std,shimmer_apq11,0.2723881787145218
dmfcc11_mean,dmfcc3_mean,0.2723114413759246
dmfcc7_mean,dmfcc5_mean,0.27227904310259876
mfcc12_mean,dmfcc10_mean,0.27145304476242127
shimmer_apq5,f0_mean_hz,0.27125627189233026
dmfcc10_std,hnr_mean_db,0.2709064296826361
dmfcc2_mean,f0_std_hz,0.2705166701922717
dmfcc13_std,shimmer_apq5,0.270439444113024
dmfcc11_std,f3_std_hz,0.2704377777620221
dmfcc4_mean,mfcc4_std,0.2698839586886495
mfcc7_std,f0_max_hz,0.2696907352498744
dmfcc4_std,f0_mean_hz,0.2696881290103932
tsallis_sq_f0,mfcc4_mean,0.2693697079590949
mfcc9_mean,dmfcc4_std,0.26863568516616243
jitter_ppq5,f0_std_hz,0.26856833502151806
mfcc6_std,f0_cv,0.2679435896559043
mfcc5_mean,shimmer_apq5,0.26728712873091454
mfcc6_mean,f0_max_hz,0.2671353697244048
spec_energy_low_mean,mfcc7_std,0.2669791732655604
f1_std_hz,f0_max_hz,0.26685600282273647
dmfcc11_mean,f4_std_hz,0.2667683994613983
dmfcc11_std,shimmer_apq5,0.26650995771469926
f4_mean_hz,f3_mean_hz,0.2665012154878883
shannon_s1_f0,mfcc12_std,0.266496685430056
tsallis_sq_f0,shimmer_apq3,0.26619886315288027
mfcc6_mean,shimmer_apq5,0.26617782379915517
spec_energy_mid_mean,mfcc13_mean,0.2660581752929132
jitter_local,f0_cv,0.2660490900911081
spec_flux_mean,mfcc2_std,0.26585177321753295
mfcc10_std,mfcc1_mean,0.2657324049014247
mfcc11_mean,mfcc3_mean,0.26552221077869065
shimmer_apq3,hnr_mean_db,0.2654068191811289
mfcc7_std,shimmer_apq11,0.26521860517461565
mfcc4_mean,mfcc3_std,0.26501783657902095
mfcc8_mean,mfcc1_mean,0.26486532814657876
mfcc1_mean,f3_std_hz,0.26470919398738907
shannon_s1_amp,shimmer_apq11,0.26457837209603935
mfcc9_mean,mfcc3_mean,0.2644239567016065
mfcc3_mean,f0_min_hz,0.2642240835576924
dmfcc9_mean,hnr_mean_db,0.2638211689886294
mfcc8_std,f1_std_hz,0.2637402993626049
spec_centroid_mean_hz,f2_std_hz,0.2635889873277173
mfcc7_mean,f3_std_hz,0.2632662929857872
mfcc9_std,shimmer_local,0.2631255938859741
spec_energy_high_mean,mfcc6_mean,0.26307640337326865
spec_energy_mid_mean,mfcc2_std,0.2628389724429343
mfcc9_mean,dmfcc5_std,0.2627421657519397
mfcc1_mean,f4_mean_hz,0.2624212146879199
mfcc8_std,f0_std_hz,0.2622474493750367
dmfcc3_mean,dmfcc2_std,0.26183236946390204
mfcc9_mean,mfcc5_std,0.2617458440160184
spec_centroid_mean_hz,mfcc1_mean,0.26145278473379124
mfcc10_std,f0_min_hz,0.2613263561546329
spec_centroid_mean_hz,f3_std_hz,0.2609197132939485
shannon_s1_amp,shimmer_apq3,0.26073434675073426
dmfcc8_mean,dmfcc2_std,0.26066340137135735
dmfcc7_std,f1_mean_hz,0.26062570184626677
dmfcc9_mean,dmfcc3_mean,0.2606040578225108
shimmer_apq3,f0_cv,0.26038405252281027
mfcc12_std,f0_max_hz,0.2601538099560218
mfcc5_std,mfcc3_mean,0.25969894978240043
shannon_s1_f0,shimmer_apq11,0.2594640643479595
dmfcc7_std,f0_max_hz,0.25932373709160467
dmfcc7_std,f1_std_hz,0.25919976764969493
mfcc13_mean,f0_min_hz,0.2587225232590546
shannon_s1_f0,spec_centroid_std_hz,0.2584653573006056
spec_energy_low_mean,mfcc6_mean,0.2580117500777801
spec_energy_low_mean,mfcc3_mean,0.25769452998294334
mfcc10_std,shimmer_apq11,0.2571948506426762
dmfcc1_std,shimmer_apq5,0.25715921882434495
dmfcc9_std,dmfcc8_mean,0.25656636142957556
mfcc6_std,hnr_mean_db,0.25612527783758793
mfcc9_std,f1_std_hz,0.2560533985860805
mfcc6_mean,f1_mean_hz,0.2559582936857057
mfcc4_mean,dmfcc2_std,0.2559528480162519
tsallis_sq_f0,mfcc12_std,0.2556564549633911
mfcc13_mean,dmfcc9_std,0.25563774874747813
dmfcc12_std,shimmer_local,0.2549526867562343
dmfcc9_std,f3_std_hz,0.2548185115099051
dmfcc9_mean,mfcc4_std,0.25481038898308384
spec_flux_mean,mfcc12_std,0.25461432087180563
shimmer_local,f0_mean_hz,0.2545919131786702
spec_centroid_mean_hz,f0_min_hz,0.2542102517128614
shimmer_local,f0_cv,0.25393520612593007
spec_flux_mean,mfcc6_std,0.25345630260857166
dmfcc6_mean,dmfcc3_mean,0.25304751950148036
spec_centroid_mean_hz,f0_mean_hz,0.25303059959593155
